ts,gpu_idx,gpu_util,mem_util,mem_used_mb,mem_total_mb,power_w,temp_c,sm_clock_mhz,mem_clock_mhz,gr_engine_active,nvlink_rx_mb,nvlink_tx_mb,pcie_rx_mb,pcie_tx_mb,ecc_errors
1776047493.6837835,1,0,13,2899.181568,192265.846784,344.683,36,1965,3996,0,0.0,0.0,18.38,8.758,0
1776047493.7266457,0,99,11,2966.290432,192265.846784,379.378,43,1965,3996,99,0.0,0.0,2.059,1.617,0
1776047493.76948,1,0,13,2899.181568,192265.846784,344.633,36,1965,3996,0,0.0,0.0,18.258,10.355,0
1776047493.8124382,0,99,11,2966.290432,192265.846784,379.378,43,1965,3996,99,0.0,0.0,5.239,1.547,0
1776047493.8550956,1,0,13,2899.181568,192265.846784,344.542,36,1965,3996,0,0.0,0.0,18.329,9.042,0
1776047493.8984334,0,99,11,2966.290432,192265.846784,379.378,43,1965,3996,99,0.0,0.0,2.473,1.527,0
1776047493.9411826,1,0,13,2899.181568,192265.846784,344.482,36,1965,3996,0,0.0,0.0,18.288,8.919,0
1776047493.9841003,0,99,11,2966.290432,192265.846784,379.417,43,1965,3996,99,0.0,0.0,2.08,1.548,0
1776047494.0269456,1,0,13,2899.181568,192265.846784,344.389,36,1965,3996,0,0.0,0.0,18.217,8.804,0
1776047494.0698104,0,99,11,2966.290432,192265.846784,379.421,43,1965,3996,99,0.0,0.0,2.076,1.522,0
1776047494.1125374,1,0,13,2899.181568,192265.846784,344.286,36,1965,3996,0,0.0,0.0,17.988,8.885,0
1776047494.1555269,0,99,11,2966.290432,192265.846784,379.421,43,1965,3996,99,0.0,0.0,2.144,2.917,0
1776047494.1983194,1,0,13,2899.181568,192265.846784,344.31,36,1965,3996,0,0.0,0.0,18.173,8.872,0
1776047494.2413921,0,99,11,2966.290432,192265.846784,379.364,43,1965,3996,99,0.0,0.0,2.046,2.976,0
1776047494.2842057,1,0,13,2899.181568,192265.846784,344.31,36,1965,3996,0,0.0,0.0,18.333,8.776,0
1776047494.3276825,0,99,11,2966.290432,192265.846784,379.286,43,1965,3996,99,0.0,0.0,2.065,1.607,0
1776047494.3704987,1,0,13,2899.181568,192265.846784,344.355,36,1965,3996,0,0.0,0.0,18.276,10.332,0
1776047494.4134014,0,99,11,2966.290432,192265.846784,379.278,43,1965,3996,99,0.0,0.0,2.095,1.55,0
1776047494.4561164,1,0,13,2899.181568,192265.846784,344.299,36,1965,3996,0,0.0,0.0,18.354,8.932,0
1776047494.4993534,0,99,11,2966.290432,192265.846784,379.261,43,1965,3996,99,0.0,0.0,2.459,1.509,0
1776047494.5421877,1,0,13,2899.181568,192265.846784,344.282,36,1965,3996,0,0.0,0.0,18.258,8.897,0
1776047494.585118,0,99,11,2966.290432,192265.846784,379.012,43,1965,3996,99,0.0,0.0,2.069,1.566,0
1776047494.6279902,1,0,13,2899.181568,192265.846784,344.273,36,1965,3996,0,0.0,0.0,18.351,8.947,0
1776047494.6707964,0,99,11,2966.290432,192265.846784,378.862,43,1965,3996,99,0.0,0.0,2.063,1.529,0
1776047494.713483,1,0,13,2899.181568,192265.846784,344.322,36,1965,3996,0,0.0,0.0,18.217,8.863,0
1776047494.7564201,0,99,11,2966.290432,192265.846784,378.862,43,1965,3996,99,0.0,0.0,2.082,2.919,0
1776047494.7990577,1,0,13,2899.181568,192265.846784,344.451,35,1965,3996,0,0.0,0.0,18.056,8.74,0
1776047494.8423476,0,99,11,2966.290432,192265.846784,378.843,43,1965,3996,99,0.0,0.0,2.073,2.987,0
1776047494.8851757,1,0,13,2899.181568,192265.846784,344.451,35,1965,3996,0,0.0,0.0,18.223,8.72,0
1776047494.9282727,0,99,11,2966.290432,192265.846784,378.855,43,1965,3996,99,0.0,0.0,2.056,1.641,0
1776047494.9713898,1,0,13,2899.181568,192265.846784,344.431,35,1965,3996,0,0.0,0.0,18.981,10.294,0
1776047495.014269,0,99,11,2966.290432,192265.846784,378.943,43,1965,3996,99,0.0,0.0,2.147,1.502,0
1776047495.0577543,1,0,13,2899.181568,192265.846784,344.511,35,1965,3996,0,0.0,0.0,18.39,9.769,0
1776047495.1006963,0,99,11,2966.290432,192265.846784,378.94,43,1965,3996,99,0.0,0.0,2.095,1.481,0
1776047495.1435971,1,0,13,2899.181568,192265.846784,344.469,35,1965,3996,0,0.0,0.0,18.45,8.787,0
1776047495.1864452,0,99,11,2966.290432,192265.846784,379.016,43,1965,3996,99,0.0,0.0,2.041,1.546,0
1776047495.2292545,1,0,13,2899.181568,192265.846784,344.444,35,1965,3996,0,0.0,0.0,18.054,8.812,0
1776047495.272084,0,99,11,2966.290432,192265.846784,378.991,43,1965,3996,99,0.0,0.0,2.026,1.529,0
1776047495.3148136,1,0,13,2899.181568,192265.846784,344.447,35,1965,3996,0,0.0,0.0,18.048,8.856,0
1776047495.3577254,0,99,11,2966.290432,192265.846784,378.991,43,1965,3996,99,0.0,0.0,2.14,2.905,0
1776047495.4004765,1,0,13,2899.181568,192265.846784,344.42,35,1965,3996,0,0.0,0.0,18.283,8.867,0
1776047495.4433498,0,99,11,2966.290432,192265.846784,379.078,43,1965,3996,99,0.0,0.0,2.08,2.975,0
1776047495.4860847,1,0,13,2899.181568,192265.846784,344.42,35,1965,3996,0,0.0,0.0,18.357,8.826,0
1776047495.5290236,0,99,11,2966.290432,192265.846784,379.06,43,1965,3996,99,0.0,0.0,2.083,1.589,0
1776047495.5720897,1,0,13,2899.181568,192265.846784,344.425,35,1965,3996,0,0.0,0.0,18.278,10.443,0
1776047495.6151657,0,99,11,2966.290432,192265.846784,378.978,43,1965,3996,99,0.0,0.0,2.141,1.485,0
1776047495.658768,1,0,13,2899.181568,192265.846784,344.418,35,1965,3996,0,0.0,0.0,18.383,9.798,0
1776047495.7019038,0,99,11,2966.290432,192265.846784,378.883,43,1965,3996,99,0.0,0.0,2.066,1.557,0
